ABSENT	Screen	docs/arch/frontend/terms.md:67	참
ABSENT	StandardConformance	docs/arch/backend/standardization.md:146	참
ABSENT	StandardConformance	docs/arch/backend/standardization.md:7	참
ABSENT	StandardConformance	docs/arch/backend/terms.md:80	참
ABSENT	SubprocessEnv	docs/TRD.md:385	참
ABSENT	SubprocessEnv	docs/arch/backend/security.md:180	참
ABSENT	TeammateIdle	docs/arch/backend/adapters.md:257	참
ABSENT	Telemetry	docs/arch/backend/terms.md:59	참
ABSENT	TerminalCard	docs/arch/frontend/rendering.md:125	참
ABSENT	TerminalCard	docs/arch/frontend/rendering.md:84	참
ABSENT	Tile	docs/GLOSSARY.md:66	참
ABSENT	Tile	docs/GLOSSARY.md:91	참
ABSENT	UseChat	docs/arch/frontend/state.md:102	참
ABSENT	WorkspaceManager	docs/arch/backend/provider-runtime.md:509	참
ABSENT	WorkspaceManager	docs/arch/backend/terms.md:59	참
ABSENT	apiKeyHelper	docs/claude-code-spec.md:76	참
ABSENT	aria-disabled	docs/arch/frontend/dom-architecture.md:157	참
ABSENT	atomFamily	docs/arch/frontend/state.md:94	참
ABSENT	buildAppend	docs/arch/backend/system-prompt.md:79	참
ABSENT	detectError	docs/arch/backend/provider-runtime.md:409	참
ABSENT	disallowedTools	docs/TRD.md:378	참
ABSENT	disallowedTools	docs/TRD.md:387	참
ABSENT	disallowedTools	docs/arch/backend/adapters.md:67	참
ABSENT	disallowedTools	docs/arch/backend/security.md:91	참
ABSENT	disallowedTools	docs/arch/backend/standardization.md:117	참
ABSENT	disallowedTools	docs/arch/backend/standardization.md:146	참
ABSENT	disallowedTools	docs/guides/workspace-isolation-permissions.md:330	참
ABSENT	lastTurnLatencyMs	docs/arch/frontend/rendering.md:144	참
ABSENT	mcpSpecVersion	docs/arch/backend/standardization.md:201	참
ABSENT	migrate-sources	docs/arch/backend/standardization.md:7	참
ABSENT	pendingApprovals	docs/arch/frontend/ux-domains.md:79	참
ABSENT	pendingInputTokens	docs/arch/frontend/rendering.md:138	참
ABSENT	splitProviderSettings	docs/TRD.md:385	참
ABSENT	splitProviderSettings	docs/arch/backend/security.md:180	참
ABSENT	useContextSelector	docs/arch/frontend/state.md:71	참
ABSENT	useContextSelector	docs/arch/frontend/state.md:91	참
ABSENT	vendorExtensions	docs/arch/backend/standardization.md:203	참
COMMENT_ONLY	AppCommandPolicy	docs/arch/backend/provider-runtime.md:98	참
COMMENT_ONLY	AuthSpec	docs/decisions/004-provider-single-axis.md:33	참
COMMENT_ONLY	AuthView	docs/arch/frontend/overview.md:93	참
COMMENT_ONLY	CapabilityProbe	docs/GLOSSARY.md:78	참
COMMENT_ONLY	CapabilityProbe	docs/arch/backend/provider-runtime.md:217	참
COMMENT_ONLY	ChatEvent	docs/GLOSSARY.md:15	참
COMMENT_ONLY	ChatEvent	docs/IPC_CONTRACT.md:419	참
COMMENT_ONLY	ChatEvent	docs/TRD.md:232	참
COMMENT_ONLY	ChatEvent	docs/arch/backend/provider-runtime.md:17	참
COMMENT_ONLY	ChatEvent	docs/arch/backend/provider-runtime.md:35	참
COMMENT_ONLY	ChatEvent	docs/arch/backend/provider-runtime.md:37	참
COMMENT_ONLY	ChatEvent	docs/arch/backend/provider-runtime.md:403	참
COMMENT_ONLY	ChatEvent	docs/arch/backend/provider-runtime.md:61	참
COMMENT_ONLY	ChatEvent	docs/claude-code-spec.md:168	참
COMMENT_ONLY	ChatPane	docs/GLOSSARY.md:91	참
COMMENT_ONLY	CredentialPresentation	docs/GLOSSARY.md:46	참
COMMENT_ONLY	ErrorCode	docs/IPC_CONTRACT.md:453	참
COMMENT_ONLY	ExtensionDeployer	docs/GLOSSARY.md:72	참
COMMENT_ONLY	ExtensionDeployer	docs/GLOSSARY.md:73	참
COMMENT_ONLY	ExtensionDeployer	docs/GLOSSARY.md:76	참
COMMENT_ONLY	ExtensionDeployer	docs/arch/backend/security.md:99	참
COMMENT_ONLY	ExtensionDeployer	docs/arch/backend/standardization.md:7	참
COMMENT_ONLY	PendingApprovalStateMachine	docs/arch/backend/provider-runtime.md:407	참
COMMENT_ONLY	PermissionBridge	docs/arch/backend/provider-runtime.md:407	참
COMMENT_ONLY	PermissionBridge	docs/arch/backend/provider-runtime.md:7	참
COMMENT_ONLY	PermissionBridge	docs/arch/backend/standardization.md:7	참
COMMENT_ONLY	PermissionBridge	docs/arch/backend/terms.md:59	참
COMMENT_ONLY	Query	docs/arch/backend/overview.md:209	참
COMMENT_ONLY	Query	docs/arch/backend/provider-runtime.md:184	참
COMMENT_ONLY	Query	docs/arch/backend/provider-runtime.md:188	참
COMMENT_ONLY	Query	docs/arch/backend/provider-runtime.md:202	참
COMMENT_ONLY	RevertManager	docs/GLOSSARY.md:79	참
COMMENT_ONLY	RevertManager	docs/arch/backend/overview.md:214	참
COMMENT_ONLY	RevertManager	docs/arch/backend/provider-runtime.md:11	참
COMMENT_ONLY	RevertManager	docs/arch/backend/provider-runtime.md:254	참
COMMENT_ONLY	RevertManager	docs/arch/backend/standardization.md:7	참
COMMENT_ONLY	RevertManager	docs/arch/backend/terms.md:59	참
COMMENT_ONLY	SDKAssistantMessage	docs/IPC_CONTRACT.md:431	참
COMMENT_ONLY	SDKAssistantMessage	docs/IPC_CONTRACT.md:432	참
COMMENT_ONLY	SEND	docs/arch/frontend/rendering.md:144	참
COMMENT_ONLY	askRespond	docs/IPC_CONTRACT.md:447	참
COMMENT_ONLY	envKey	docs/GLOSSARY.md:28	참
COMMENT_ONLY	envKey	docs/guides/closed-network-extensions.md:390	참
COMMENT_ONLY	filterEscalatingDefaultMode	docs/TRD.md:378	참
COMMENT_ONLY	filterEscalatingDefaultMode	docs/arch/backend/adapters.md:67	참
COMMENT_ONLY	followRedirect	app/src/main/AGENTS.md:113	참
COMMENT_ONLY	followRedirect	docs/arch/backend/security.md:149	참
COMMENT_ONLY	followRedirect	docs/decisions/003-electron-network-stack.md:43	참
COMMENT_ONLY	optionalDependencies	docs/IPC_CONTRACT.md:85	참
COMMENT_ONLY	optionalDependencies	docs/TRD.md:134	참
COMMENT_ONLY	optionalDependencies	docs/TRD.md:456	참
COMMENT_ONLY	parentBindingId	docs/GLOSSARY.md:34	참
COMMENT_ONLY	planRespond	docs/IPC_CONTRACT.md:447	참
COMMENT_ONLY	resolveSettings	docs/TRD.md:378	참
COMMENT_ONLY	resolveSettings	docs/arch/backend/adapters.md:67	참
COMMENT_ONLY	setProviderEnv	docs/arch/backend/security.md:137	참
COMMENT_ONLY	supportedBackends	docs/arch/backend/adapters.md:257	참
